Subject,ckOrder,ckCode,ckAlignCode,StrandCode,Strand/Domain,Category/Cluster,CCSS Standard,,,GRADE,STRAND,#,letter,merged for check against ckCode,PARSED CODES are grouped here - these have been checked against column C and all miskeys should be corrected as of 4/9/12
ELA,427,5.RL.3,5RL.3,RL5.3,Reading Literature,Key Ideas and Details,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",,,5,RL,3,,5.RL.3,
ELA,428,5.RL.4,5RL.4,RL5.4,Reading Literature,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",,,5,RL,4,,5.RL.4,
ELA,429,5.RL.5,5RL.5,RL5.5,Reading Literature,Craft and Structure,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",,,5,RL,5,,5.RL.5,
ELA,430,5.RL.6,5RL.6,RL5.6,Reading Literature,Craft and Structure,Describe how a narrator’s or speaker’s point of view influences how events are described.,,,5,RL,6,,5.RL.6,
ELA,431,5.RL.7,5RL.7,RL5.7,Reading Literature,Integration of Knowledge and Ideas,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",,,5,RL,7,,5.RL.7,
ELA,432,5.RL.8,5RL.8,RL5.8,Reading Literature,Integration of Knowledge and Ideas,(Not applicable to literature),,,5,RL,8,,5.RL.8,
ELA,433,5.RL.9,5RL.9,RL5.9,Reading Literature,Integration of Knowledge and Ideas,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",,,5,RL,9,,5.RL.9,
ELA,434,5.RL.10,5RL.10,RL5.10,Reading Literature,Range of Reading and Complexity of Text,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4–5 text complexity band independently and proficiently.",,,5,RL,10,,5.RL.10,
ELA,435,5.RI.1,5RI.1,RI5.1,Reading Informational,Key Ideas and Details,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,,,5,RI,1,,5.RI.1,
ELA,436,5.RI.2,5RI.2,RI5.2,Reading Informational,Key Ideas and Details,Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text.,,,5,RI,2,,5.RI.2,
ELA,437,5.RI.3,5RI.3,RI5.3,Reading Informational,Key Ideas and Details,"Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text.",,,5,RI,3,,5.RI.3,
ELA,438,5.RI.4,5RI.4,RI5.4,Reading Informational,Craft and Structure,Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 5 topic or subject area.,,,5,RI,4,,5.RI.4,
ELA,439,5.RI.5,5RI.5,RI5.5,Reading Informational,Craft and Structure,"Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in two or more texts.",,,5,RI,5,,5.RI.5,
ELA,440,5.RI.6,5RI.6,RI5.6,Reading Informational,Craft and Structure,"Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent.",,,5,RI,6,,5.RI.6,
ELA,441,5.RI.7,5RI.7,RI5.7,Reading Informational,Integration of Knowledge and Ideas,"Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently.",,,5,RI,7,,5.RI.7,
ELA,442,5.RI.8,5RI.8,RI5.8,Reading Informational,Integration of Knowledge and Ideas,"Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).",,,5,RI,8,,5.RI.8,
ELA,443,5.RI.9,5RI.9,RI5.9,Reading Informational,Integration of Knowledge and Ideas,Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.,,,5,RI,9,,5.RI.9,
ELA,444,5.RI.10,5RI.10,RI5.10,Reading Informational,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4–5 text complexity band independently and proficiently.",,,5,RI,10,,5.RI.10,
ELA,445,5.RF.1,5RF.1,RF5.1,Reading Foundational Skills,Print Concepts,(Specific to K and 1),,,5,RF,1,,5.RF.1,
ELA,446,5.RF.2,5RF.2,RF5.2,Reading Foundational Skills,Phonological Awareness,(Specific to K and 1),,,5,RF,2,,5.RF.2,
ELA,447,5.RF.3,5RF.3,RF5.3,Reading Foundational Skills,Phonics and Word recognition,Know and apply grade-level phonics and word analysis skills in decoding words.,,,5,RF,3,,5.RF.3,
ELA,448,5.RF.3.a,5RF.3.a,RF5.3.a,Reading Foundational Skills,Phonics and Word recognition,"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.",,,5,RF,3,a,5.RF.3.a,
ELA,449,5.RF.4,5RF.4,RF5.4,Reading Foundational Skills,Fluency,Read with sufficient accuracy and fluency to support comprehension.,,,5,RF,4,,5.RF.4,
ELA,450,5.RF.4.a,5RF.4.a,RF5.4.a,Reading Foundational Skills,Fluency,Read on-level text with purpose and understanding.,,,5,RF,4,a,5.RF.4.a,
ELA,451,5.RF.4.b,5RF.4.b,RF5.4.b,Reading Foundational Skills,Fluency,"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",,,5,RF,4,b,5.RF.4.b,
ELA,452,5.RF.4.c,5RF.4.c,RF5.4.c,Reading Foundational Skills,Fluency,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",,,5,RF,4,c,5.RF.4.c,
ELA,453,5.W.1,5W.1,W5.1,Writing,Text Types and Purposes,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",,,5,W,1,,5.W.1,
ELA,454,5.W.1.a,5W.1.a,W5.1.a,Writing,Text Types and Purposes,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which ideas are logically grouped to support the writer’s purpose.",,,5,W,1,a,5.W.1.a,
ELA,455,5.W.1.b,5W.1.b,W5.1.b,Writing,Text Types and Purposes,Provide logically ordered reasons that are supported by facts and details.,,,5,W,1,b,5.W.1.b,
ELA,456,5.W.1.c,5W.1.c,W5.1.c,Writing,Text Types and Purposes,"Link opinion and reasons using words, phrases, and clauses (e.g., consequently, specifically).",,,5,W,1,c,5.W.1.c,
ELA,457,5.W.1.d,5W.1.d,W5.1.d,Writing,Text Types and Purposes,Provide a concluding statement or section related to the opinion presented.,,,5,W,1,d,5.W.1.d,
ELA,458,5.W.2,5W.2,W5.2,Writing,Text Types and Purposes,Write informative/explanatory texts to examine a topic and convey ideas and information clearly.,,,5,W,2,,5.W.2,
ELA,459,5.W.2.a,5W.2.a,W5.2.a,Writing,Text Types and Purposes,"Introduce a topic clearly, provide a general observation and focus, and group related information logically; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension.",,,5,W,2,a,5.W.2.a,
ELA,460,5.W.2.b,5W.2.b,W5.2.b,Writing,Text Types and Purposes,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.",,,5,W,2,b,5.W.2.b,
ELA,461,5.W.2.c,5W.2.c,W5.2.c,Writing,Text Types and Purposes,"Link ideas within and across categories of information using words, phrases, and clauses (e.g., in contrast, especially).",,,5,W,2,c,5.W.2.c,
ELA,462,5.W.2.d,5W.2.d,W5.2.d,Writing,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.,,,5,W,2,d,5.W.2.d,
ELA,463,5.W.2.e,5W.2.e,W5.2.e,Writing,Text Types and Purposes,Provide a concluding statement or section related to the information or explanation presented.,,,5,W,2,e,5.W.2.e,
ELA,464,5.W.3,5W.3,W5.3,Writing,Text Types and Purposes,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",,,5,W,3,,5.W.3,
ELA,465,5.W.3.a,5W.3.a,W5.3.a,Writing,Text Types and Purposes,Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.,,,5,W,3,a,5.W.3.a,
ELA,466,5.W.3.b,5W.3.b,W5.3.b,Writing,Text Types and Purposes,"Use narrative techniques, such as dialogue, description, and pacing, to develop experiences and events or show the responses of characters to situations.",,,5,W,3,b,5.W.3.b,
ELA,467,5.W.3.c,5W.3.c,W5.3.c,Writing,Text Types and Purposes,"Use a variety of transitional words, phrases, and clauses to manage the sequence of events.",,,5,W,3,c,5.W.3.c,
ELA,468,5.W.3.d,5W.3.d,W5.3.d,Writing,Text Types and Purposes,Use concrete words and phrases and sensory details to convey experiences and events precisely.,,,5,W,3,d,5.W.3.d,
ELA,469,5.W.3.e,5W.3.e,W5.3.e,Writing,Text Types and Purposes,Provide a conclusion that follows from the narrated experiences or events.,,,5,W,3,e,5.W.3.e,
ELA,470,5.W.4,5W.4,W5.4,Writing,Production and Distribution of Writing,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",,,5,W,4,,5.W.4,
ELA,471,5.W.5,5W.5,W5.5,Writing,Production and Distribution of Writing,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.",,,5,W,5,,5.W.5,
ELA,472,5.W.6,5W.6,W5.6,Writing,Production and Distribution of Writing,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",,,5,W,6,,5.W.6,
ELA,473,5.W.7,5W.7,W5.7,Writing,Research to Build and Present Knowledge,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,,,5,W,7,,5.W.7,
ELA,474,5.W.8,5W.8,W5.8,Writing,Research to Build and Present Knowledge,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",,,5,W,8,,5.W.8,
ELA,475,5.W.9,5W.9,W5.9,Writing,Research to Build and Present Knowledge,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",,,5,W,9,,5.W.9,
ELA,476,5.W.9.a,5W.9.a,W5.9.a,Writing,Research to Build and Present Knowledge,"Apply grade 5 Reading standards to literature (e.g., “Compare and contrast two or more characters, settings, or events in a story or a drama, drawing on specific details in the text [e.g., how characters interact]”).",,,5,W,9,a,5.W.9.a,
ELA,477,5.W.9.b,5W.9.b,W5.9.b,Writing,Research to Build and Present Knowledge,"Apply grade 5 Reading standards to informational texts (e.g., “Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point[s]”).",,,5,W,9,b,5.W.9.b,
ELA,478,5.W.10,5W.10,W5.10,Writing,Range of Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",,,5,W,10,,5.W.10,
ELA,479,5.SL.1,5SL.1,SL5.1,Speaking & Listening,Comprehension and Collaboration,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others’ ideas and expressing their own clearly.",,,5,SL,1,,5.SL.1,
ELA,480,5.SL.1.a,5SL.1.a,SL5.1.a,Speaking & Listening,Comprehension and Collaboration,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",,,5,SL,1,a,5.SL.1.a,
ELA,481,5.SL.1.b,5SL.1.b,SL5.1.b,Speaking & Listening,Comprehension and Collaboration,Follow agreed-upon rules for discussions and carry out assigned roles.,,,5,SL,1,b,5.SL.1.b,
ELA,482,5.SL.1.c,5SL.1.c,SL5.1.c,Speaking & Listening,Comprehension and Collaboration,Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.,,,5,SL,1,c,5.SL.1.c,
ELA,483,5.SL.1.d,5SL.1.d,SL5.1.d,Speaking & Listening,Comprehension and Collaboration,Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.,,,5,SL,1,d,5.SL.1.d,
ELA,484,5.SL.2,5SL.2,SL5.2,Speaking & Listening,Comprehension and Collaboration,"Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",,,5,SL,2,,5.SL.2,
ELA,485,5.SL.3,5SL.3,SL5.3,Speaking & Listening,Comprehension and Collaboration,Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.,,,5,SL,3,,5.SL.3,
ELA,486,5.SL.4,5SL.4,SL5.4,Speaking & Listening,Presentation of Knowledge and Ideas,"Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.",,,5,SL,4,,5.SL.4,
ELA,487,5.SL.5,5SL.5,SL5.5,Speaking & Listening,Presentation of Knowledge and Ideas,"Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes.",,,5,SL,5,,5.SL.5,
ELA,488,5.SL.6,5SL.6,SL5.6,Speaking & Listening,Presentation of Knowledge and Ideas,"Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation.",,,5,SL,6,,5.SL.6,
ELA,489,5.L.1,5L.1,L5.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,,,5,L,1,,5.L.1,
ELA,490,5.L.1.a,5L.1.a,L5.1.a,Language,Conventions of Standard English,"Explain the function of conjunctions, prepositions, and interjections in general and their function in particular sentences.",,,5,L,1,a,5.L.1.a,
ELA,491,5.L.1.b,5L.1.b,L5.1.b,Language,Conventions of Standard English,"Form and use the perfect (e.g., I had walked; I have walked; I will have walked) verb tenses.",,,5,L,1,b,5.L.1.b,
ELA,492,5.L.1.c,5L.1.c,L5.1.c,Language,Conventions of Standard English,"Use verb tense to convey various times, sequences, states, and conditions.",,,5,L,1,c,5.L.1.c,
ELA,493,5.L.1.d,5L.1.d,L5.1.d,Language,Conventions of Standard English,Recognize and correct inappropriate shifts in verb tense.*,,,5,L,1,d,5.L.1.d,
ELA,494,5.L.1.e,5L.1.e,L5.1.e,Language,Conventions of Standard English,"Use correlative conjunctions (e.g., either/or, neither/nor).",,,5,L,1,e,5.L.1.e,
ELA,495,5.L.2,5L.2,L5.2,Language,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",,,5,L,2,,5.L.2,
